,MessageID,Temperature,Humidity,Altitude,Pressure,Latitude,Longitude,Hour,Minute,Second,Day,Month,Year
1,1730,28.22,54.790,508.543,953.641,0.000000,0.000000,0,39,1,20,8,2020
2,1731,28.22,54.848,508.122,953.689,0.000000,0.000000,0,39,2,20,8,2020
3,1732,28.22,54.791,508.237,953.676,0.000000,0.000000,0,39,3,20,8,2020
4,1733,28.22,54.847,508.312,953.667,0.000000,0.000000,0,39,4,20,8,2020
5,1735,28.22,54.880,507.885,953.716,0.000000,0.000000,0,39,6,20,8,2020
6,1736,28.22,54.903,507.929,953.711,0.000000,0.000000,0,39,7,20,8,2020
7,1738,28.21,54.890,508.615,953.633,0.000000,0.000000,0,39,9,20,8,2020
8,1739,28.22,54.847,508.463,953.650,0.000000,0.000000,0,39,10,20,8,2020
9,1742,28.21,54.834,508.037,953.699,0.000000,0.000000,0,39,13,20,8,2020
10,1744,28.22,54.735,508.623,953.632,0.000000,0.000000,0,39,15,20,8,2020
11,1750,28.23,54.814,508.396,953.666,0.000000,0.000000,0,39,21,20,8,2020
12,1754,28.24,54.781,508.369,953.661,0.000000,0.000000,0,39,25,20,8,2020
13,1757,28.25,54.806,508.142,953.687,0.000000,0.000000,0,39,27,20,8,2020
14,1758,28.25,54.728,508.186,953.682,0.000000,0.000000,0,39,28,20,8,2020
15,1759,28.25,54.738,508.489,953.647,0.000000,0.000000,0,39,29,20,8,2020
16,1760,28.25,54.750,508.381,953.660,0.000000,0.000000,0,39,30,20,8,2020
17,1765,28.26,54.716,508.078,953.694,0.000000,0.000000,0,39,35,20,8,2020
18,1767,28.26,54.661,508.235,953.676,0.000000,0.000000,0,39,37,20,8,2020
19,1770,28.27,54.729,508.200,953.680,0.000000,0.000000,0,39,40,20,8,2020
20,1779,28.27,54.675,508.784,953.613,0.000000,0.000000,0,39,49,20,8,2020
21,1781,28.27,54.674,508.244,953.675,0.000000,0.000000,0,39,51,20,8,2020
22,1782,28.28,54.675,508.287,953.670,0.000000,0.000000,0,39,52,20,8,2020
23,1783,28.28,54.630,508.287,953.670,0.000000,0.000000,0,39,53,20,8,2020
24,1786,28.28,54.641,508.480,953.648,0.000000,0.000000,0,39,56,20,8,2020
25,1787,28.29,54.663,508.638,953.630,0.000000,0.000000,0,39,57,20,8,2020
26,1789,28.29,54.687,508.451,953.652,0.000000,0.000000,0,39,59,20,8,2020
27,1791,28.29,54.653,508.256,953.674,0.000000,0.000000,0,40,1,20,8,2020
28,1794,28.29,54.664,508.300,953.669,0.000000,0.000000,0,40,4,20,8,2020
29,1796,28.30,54.666,508.033,953.699,0.000000,0.000000,0,40,6,20,8,2020
30,1798,28.30,54.621,508.228,953.677,0.000000,0.000000,0,40,8,20,8,2020
31,1801,28.30,54.654,508.690,953.624,0.000000,0.000000,0,40,11,20,8,2020
32,1803,28.30,54.644,508.305,953.668,0.000000,0.000000,0,40,13,20,8,2020
33,1807,28.30,54.609,508.148,953.686,0.000000,0.000000,0,40,17,20,8,2020
34,1812,28.28,54.596,508.518,953.644,0.000000,0.000000,0,40,22,20,8,2020
35,1816,28.27,54.538,508.661,953.628,0.000000,0.000000,0,40,26,20,8,2020
36,1817,28.26,54.571,508.156,953.685,0.000000,0.000000,0,40,27,20,8,2020
37,1820,28.27,54.527,508.430,953.654,0.000000,0.000000,0,40,30,20,8,2020
38,1823,28.27,54.572,508.546,953.641,0.000000,0.000000,0,40,33,20,8,2020
39,1824,28.27,54.640,508.083,953.694,0.000000,0.000000,0,40,34,20,8,2020
40,1834,28.24,54.727,508.525,953.643,0.000000,0.000000,0,40,44,20,8,2020
41,1835,28.25,54.783,508.259,953.674,0.000000,0.000000,0,40,45,20,8,2020
42,1839,28.24,54.781,508.022,953.701,0.000000,0.000000,0,40,49,20,8,2020
43,1842,28.23,54.781,508.672,953.626,0.000000,0.000000,0,40,52,20,8,2020
44,1843,28.23,54.781,508.591,953.635,0.000000,0.000000,0,40,53,20,8,2020
45,1844,28.23,54.780,508.122,953.689,0.000000,0.000000,0,40,54,20,8,2020
46,1846,28.22,54.734,508.463,953.650,0.000000,0.000000,0,40,56,20,8,2020
47,1848,28.21,54.767,508.536,953.642,0.000000,0.000000,0,40,58,20,8,2020
48,1849,28.20,54.732,508.761,953.616,0.000000,0.000000,0,40,59,20,8,2020
49,1852,28.20,54.812,508.566,953.638,0.000000,0.000000,0,41,2,20,8,2020
50,1853,28.20,54.812,508.415,953.656,0.000000,0.000000,0,41,3,20,8,2020
51,1857,28.22,54.835,508.117,953.690,0.000000,0.000000,0,41,7,20,8,2020
52,1858,28.21,54.867,508.998,953.589,0.000000,0.000000,0,41,8,20,8,2020
53,1861,28.22,54.824,508.002,953.703,0.000000,0.000000,0,41,11,20,8,2020
54,1863,28.23,54.825,508.201,953.680,0.000000,0.000000,0,41,13,20,8,2020
55,1865,28.23,54.849,507.978,953.706,0.000000,0.000000,0,41,15,20,8,2020
56,1866,28.23,54.814,508.787,953.613,0.000000,0.000000,0,41,16,20,8,2020
57,1868,28.23,54.814,509.054,953.583,0.000000,0.000000,0,41,18,20,8,2020
58,1869,28.23,54.837,508.361,953.662,0.000000,0.000000,0,41,19,20,8,2020
59,1873,28.22,54.758,508.930,953.597,0.000000,0.000000,0,41,23,20,8,2020
60,1874,28.22,54.813,508.969,953.592,0.000000,0.000000,0,41,24,20,8,2020
61,1875,28.23,54.791,508.432,953.654,0.000000,0.000000,0,41,25,20,8,2020
62,1876,28.22,54.758,508.738,953.619,0.000000,0.000000,0,41,26,20,8,2020
