,Light,Temperature,Humidity,Pressure,Altitude,SoilHum,Hour,Minute,Second,Day,Month,Year
1,0.00,27.35,49.22,961.05,443.94,648.00,13,31,34,12,8,2020
2,107.00,27.41,49.06,960.99,444.44,647.00,13,32,34,12,8,2020
3,65.00,27.46,48.83,961.03,444.16,649.00,13,33,34,12,8,2020
4,106.00,27.50,48.79,960.97,444.61,649.00,13,34,35,12,8,2020
5,108.00,27.52,48.85,961.02,444.18,649.00,13,35,35,12,8,2020
6,105.00,27.54,48.80,960.94,444.92,648.00,13,36,35,12,8,2020
7,104.00,27.58,48.63,961.04,444.02,649.00,13,37,35,12,8,2020
8,105.00,27.59,48.65,961.07,443.77,650.00,13,38,36,12,8,2020
9,105.00,27.61,48.64,961.04,444.03,649.00,13,39,36,12,8,2020
10,105.00,27.62,48.65,961.05,443.97,648.00,13,40,36,12,8,2020
11,105.00,27.62,48.73,961.02,444.18,648.00,13,41,36,12,8,2020
12,103.00,27.63,48.74,961.01,444.31,650.00,13,42,37,12,8,2020
13,102.00,27.63,48.61,960.97,444.67,647.00,13,43,37,12,8,2020
14,101.00,27.62,48.55,961.04,444.06,648.00,13,44,37,12,8,2020
15,100.00,27.61,48.32,961.09,443.61,648.00,13,45,37,12,8,2020
16,99.00,27.61,48.33,961.04,444.08,648.00,13,46,38,12,8,2020
17,98.00,27.61,48.40,961.07,443.80,648.00,13,47,38,12,8,2020
18,97.00,27.60,47.53,961.03,444.14,648.00,13,48,38,12,8,2020
19,96.00,27.58,46.86,961.04,444.02,647.00,13,49,38,12,8,2020
20,96.00,27.56,46.91,960.96,444.71,649.00,13,50,39,12,8,2020
21,96.00,27.55,46.67,960.98,444.58,649.00,13,51,39,12,8,2020
22,97.00,27.55,46.99,960.91,445.17,647.00,13,52,39,12,8,2020
23,98.00,27.54,47.40,960.88,445.40,649.00,13,53,40,12,8,2020
24,98.00,27.52,46.66,961.03,444.09,648.00,13,54,40,12,8,2020
25,97.00,27.53,47.15,961.00,444.42,648.00,13,55,40,12,8,2020
26,96.00,27.53,47.58,961.02,444.22,649.00,13,56,40,12,8,2020
27,90.00,27.53,46.67,961.02,444.22,648.00,13,57,41,12,8,2020
28,93.00,27.53,46.90,960.99,444.47,646.00,13,58,41,12,8,2020
