,MessageID,Temperature,Humidity,Altitude,Pressure,Latitude,Longitude,Hour,Minute,Second,Day,Month,Year
1,8,25.07,66.227,273.628,980.813,0.000000,0.000000,9,42,51,20,8,2020
2,10,25.09,65.951,273.750,980.799,0.000000,0.000000,9,42,53,20,8,2020
3,13,25.12,64.599,274.133,980.754,0.000000,0.000000,9,42,56,20,8,2020
4,15,25.14,64.179,273.766,980.797,0.000000,0.000000,9,42,58,20,8,2020
5,16,25.15,64.068,274.445,980.718,0.000000,0.000000,9,42,59,20,8,2020
6,19,25.19,63.217,273.861,980.786,0.000000,0.000000,9,43,2,20,8,2020
7,23,25.25,62.837,273.581,980.819,0.000000,0.000000,9,43,6,20,8,2020
8,25,25.27,62.517,273.737,980.800,0.000000,0.000000,9,43,8,20,8,2020
9,26,25.29,62.352,273.705,980.804,0.000000,0.000000,9,43,9,20,8,2020
10,30,25.34,62.683,274.252,980.740,0.000000,0.000000,9,43,13,20,8,2020
11,32,25.37,62.818,273.887,980.783,0.000000,0.000000,9,43,15,20,8,2020
12,35,25.42,62.714,273.908,980.780,0.000000,0.000000,9,43,18,20,8,2020
13,38,25.45,62.485,273.094,980.876,0.000000,0.000000,9,43,21,20,8,2020
14,42,25.50,62.604,274.425,980.720,0.000000,0.000000,9,43,25,20,8,2020
15,46,25.56,62.635,274.414,980.721,0.000000,0.000000,9,43,29,20,8,2020
16,48,25.59,62.605,273.822,980.790,0.000000,0.000000,9,43,31,20,8,2020
17,50,25.62,62.319,274.322,980.732,0.000000,0.000000,9,43,33,20,8,2020
18,52,25.63,62.177,273.954,980.775,0.000000,0.000000,9,43,35,20,8,2020
19,56,25.68,61.926,274.461,980.742,0.000000,0.000000,9,43,39,20,8,2020
20,60,25.73,61.866,274.256,980.740,0.000000,0.000000,9,43,43,20,8,2020
21,61,25.75,62.382,273.775,980.796,0.000000,0.000000,9,43,44,20,8,2020
22,62,25.76,62.517,273.965,980.774,0.000000,0.000000,9,43,45,20,8,2020
23,64,25.79,63.770,274.242,980.741,0.000000,0.000000,9,43,47,20,8,2020
24,65,25.80,63.938,273.981,980.772,0.000000,0.000000,9,43,48,20,8,2020
25,67,25.82,63.062,274.216,980.744,0.000000,0.000000,9,43,50,20,8,2020
26,68,25.83,62.807,274.145,980.753,0.000000,0.000000,9,43,51,20,8,2020
27,69,25.84,62.573,274.375,980.726,0.000000,0.000000,9,43,52,20,8,2020
28,72,25.88,61.810,274.130,980.755,0.000000,0.000000,9,43,55,20,8,2020
29,78,25.95,61.372,274.605,980.699,0.000000,0.000000,9,44,1,20,8,2020
30,80,25.97,61.955,274.650,980.694,0.000000,0.000000,9,44,3,20,8,2020
31,85,26.03,62.398,274.524,980.708,0.000000,0.000000,9,44,8,20,8,2020
32,89,26.09,62.684,274.397,980.723,0.000000,0.000000,9,44,12,20,8,2020
33,90,26.09,62.496,273.987,980.771,0.000000,0.000000,9,44,13,20,8,2020
34,91,26.11,62.543,274.745,980.682,0.000000,0.000000,9,44,14,20,8,2020
35,92,26.12,62.488,274.520,980.709,0.000000,0.000000,9,44,15,20,8,2020
36,95,26.15,62.023,274.159,980.751,0.000000,0.000000,9,44,18,20,8,2020
37,96,26.15,61.768,274.573,980.703,0.000000,0.000000,9,44,19,20,8,2020
38,97,26.16,61.625,274.542,980.706,0.000000,0.000000,9,44,20,20,8,2020
39,102,26.22,61.286,274.378,980.725,0.000000,0.000000,9,44,25,20,8,2020
40,107,26.27,60.377,274.847,980.671,0.000000,0.000000,9,44,30,20,8,2020
41,108,26.28,60.380,274.889,980.666,0.000000,0.000000,9,44,31,20,8,2020
42,112,26.32,60.396,274.306,980.734,0.000000,0.000000,9,44,35,20,8,2020
43,115,26.36,59.843,274.737,980.683,0.000000,0.000000,9,44,38,20,8,2020
44,116,26.37,59.710,274.702,980.687,0.000000,0.000000,9,44,39,20,8,2020
45,117,26.38,59.633,275.045,980.647,0.000000,0.000000,9,44,40,20,8,2020
46,118,26.39,59.578,274.260,980.739,0.000000,0.000000,9,44,41,20,8,2020
47,119,26.39,59.522,275.010,980.651,0.000000,0.000000,9,44,42,20,8,2020
48,121,26.41,59.380,274.494,980.712,0.000000,0.000000,9,44,44,20,8,2020
49,125,26.43,58.655,274.615,980.698,0.000000,0.000000,9,44,48,20,8,2020
50,126,26.43,58.566,274.502,980.711,0.000000,0.000000,9,44,49,20,8,2020
51,127,26.43,58.655,275.027,980.650,0.000000,0.000000,9,44,50,20,8,2020
52,130,26.45,58.837,274.586,980.701,0.000000,0.000000,9,44,53,20,8,2020
53,134,26.48,58.696,274.714,980.686,0.000000,0.000000,9,44,57,20,8,2020
54,135,26.49,58.586,274.640,980.695,0.000000,0.000000,9,44,58,20,8,2020
55,136,26.50,58.497,274.607,980.708,0.000000,0.000000,9,44,59,20,8,2020
56,139,26.53,58.535,274.619,980.697,0.000000,0.000000,9,45,2,20,8,2020
57,141,26.55,58.481,274.743,980.683,0.000000,0.000000,9,45,4,20,8,2020
58,144,26.58,58.485,274.754,980.681,0.000000,0.000000,9,45,7,20,8,2020
59,148,26.62,58.536,274.169,980.750,0.000000,0.000000,9,45,11,20,8,2020
60,151,26.65,58.395,274.256,980.740,0.000000,0.000000,9,45,14,20,8,2020
61,155,26.69,58.286,274.084,980.760,0.000000,0.000000,9,45,18,20,8,2020
62,157,26.70,58.277,274.464,980.715,0.000000,0.000000,9,45,20,20,8,2020
63,163,26.76,58.643,274.677,980.690,0.000000,0.000000,9,45,26,20,8,2020
64,164,26.76,58.633,274.456,980.716,0.000000,0.000000,9,45,27,20,8,2020
65,166,26.78,58.568,274.274,980.738,0.000000,0.000000,9,45,29,20,8,2020
66,167,26.79,58.557,274.279,980.737,0.000000,0.000000,9,45,30,20,8,2020
67,168,26.80,58.457,274.433,980.719,0.000000,0.000000,9,45,31,20,8,2020
68,169,26.80,58.425,274.547,980.706,0.000000,0.000000,9,45,32,20,8,2020
69,174,27.04,60.883,274.690,980.689,0.000000,0.000000,9,45,37,20,8,2020
70,175,27.06,60.271,274.511,980.710,0.000000,0.000000,9,45,38,20,8,2020
71,177,27.08,58.819,275.385,980.608,0.000000,0.000000,9,45,40,20,8,2020
72,178,27.08,58.395,274.407,980.722,0.000000,0.000000,9,45,41,20,8,2020
73,181,27.07,57.888,274.852,980.670,0.000000,0.000000,9,45,44,20,8,2020
74,184,27.05,57.505,274.507,980.710,0.000000,0.000000,9,45,47,20,8,2020
75,188,27.05,57.348,274.841,980.671,0.000000,0.000000,9,45,51,20,8,2020
76,189,27.05,57.403,274.954,980.658,0.000000,0.000000,9,45,52,20,8,2020
77,192,27.03,57.134,274.645,980.694,0.000000,0.000000,9,45,55,20,8,2020
78,193,27.03,57.032,274.912,980.663,0.000000,0.000000,9,45,56,20,8,2020
79,197,27.06,59.992,274.701,980.688,0.000000,0.000000,9,46,0,20,8,2020
80,200,27.09,60.195,274.299,980.735,0.000000,0.000000,9,46,3,20,8,2020
81,201,27.09,59.962,274.790,980.699,0.000000,0.000000,9,46,4,20,8,2020
82,208,27.11,58.309,275.023,980.650,0.000000,0.000000,9,46,11,20,8,2020
83,213,27.14,57.932,274.585,980.675,0.000000,0.000000,9,46,16,20,8,2020
84,214,27.14,57.764,275.148,980.635,0.000000,0.000000,9,46,17,20,8,2020
85,215,27.15,57.619,275.077,980.644,0.000000,0.000000,9,46,18,20,8,2020
86,220,27.18,57.521,274.638,980.695,0.000000,0.000000,9,46,23,20,8,2020
87,221,27.19,57.566,274.982,980.655,0.000000,0.000000,9,46,24,20,8,2020
88,222,27.19,57.724,274.982,980.642,0.000000,0.000000,9,46,25,20,8,2020
89,223,27.20,57.826,275.214,980.628,0.000000,0.000000,9,46,26,20,8,2020
90,224,27.21,57.795,274.917,980.662,0.000000,0.000000,9,46,27,20,8,2020
91,225,27.21,57.840,274.880,980.667,0.000000,0.000000,9,46,28,20,8,2020
92,227,27.23,58.178,274.660,980.692,0.000000,0.000000,9,46,30,20,8,2020
93,228,27.23,58.224,274.549,980.705,0.000000,0.000000,9,46,31,20,8,2020
94,230,27.23,58.110,275.114,980.639,0.000000,0.000000,9,46,33,20,8,2020
95,231,27.24,57.843,275.118,980.639,0.000000,0.000000,9,46,34,20,8,2020
96,233,27.25,57.496,274.368,980.727,0.000000,0.000000,9,46,36,20,8,2020
97,234,27.24,57.396,274.855,980.670,0.000000,0.000000,9,46,37,20,8,2020
98,237,27.26,57.308,274.747,980.682,0.000000,0.000000,9,46,40,20,8,2020
99,238,27.26,57.443,274.676,980.691,0.000000,0.000000,9,46,41,20,8,2020
100,240,27.29,57.704,274.573,980.703,0.000000,0.000000,9,46,43,20,8,2020
101,241,27.29,57.637,274.949,980.659,0.000000,0.000000,9,46,44,20,8,2020
102,243,27.30,57.592,274.955,980.658,0.000000,0.000000,9,46,46,20,8,2020
103,247,27.32,57.170,274.889,980.666,0.000000,0.000000,9,46,50,20,8,2020
104,249,27.33,57.093,274.854,980.670,0.000000,0.000000,9,46,52,20,8,2020
105,252,27.35,56.984,274.979,980.655,0.000000,0.000000,9,46,55,20,8,2020
106,254,27.35,57.162,274.676,980.691,0.000000,0.000000,9,46,57,20,8,2020
107,255,27.37,57.354,274.908,980.663,0.000000,0.000000,9,46,58,20,8,2020
108,256,27.37,57.568,274.759,980.681,0.000000,0.000000,9,46,59,20,8,2020
109,263,27.40,57.571,274.812,980.675,0.000000,0.000000,9,47,6,20,8,2020
110,266,27.42,57.238,274.783,980.678,0.000000,0.000000,9,47,9,20,8,2020
111,269,27.44,57.096,275.432,980.602,0.000000,0.000000,9,47,12,20,8,2020
112,270,27.45,57.008,274.985,980.654,0.000000,0.000000,9,47,13,20,8,2020
113,271,27.45,57.008,274.687,980.689,0.000000,0.000000,9,47,14,20,8,2020
114,273,27.45,56.940,275.062,980.645,0.000000,0.000000,9,47,16,20,8,2020
115,275,27.46,56.884,275.290,980.619,0.000000,0.000000,9,47,18,20,8,2020
116,277,27.47,56.819,274.996,980.653,0.000000,0.000000,9,47,20,20,8,2020
117,278,27.47,56.876,275.412,980.605,0.000000,0.000000,9,47,21,20,8,2020
118,280,27.48,56.663,275.111,980.640,0.000000,0.000000,9,47,23,20,8,2020
119,287,27.52,56.993,275.017,980.651,0.000000,0.000000,9,47,30,20,8,2020
120,288,27.52,56.926,275.093,980.642,0.000000,0.000000,9,47,31,20,8,2020
121,289,27.53,57.039,274.909,980.663,0.000000,0.000000,9,47,32,20,8,2020
122,290,27.54,58.308,274.801,980.676,0.000000,0.000000,9,47,33,20,8,2020
123,291,27.54,58.766,274.987,980.654,0.000000,0.000000,9,47,34,20,8,2020
124,294,27.57,59.588,275.303,980.617,0.000000,0.000000,9,47,37,20,8,2020
125,296,27.59,59.490,274.785,980.678,0.000000,0.000000,9,47,39,20,8,2020
126,298,27.60,58.942,274.944,980.659,0.000000,0.000000,9,47,41,20,8,2020
127,310,27.62,56.770,274.838,980.672,0.000000,0.000000,9,47,53,20,8,2020
128,311,27.63,56.670,274.614,980.698,0.000000,0.000000,9,47,54,20,8,2020
129,313,27.63,56.514,274.352,980.715,0.000000,0.000000,9,47,56,20,8,2020
130,314,27.64,56.369,274.659,980.693,0.000000,0.000000,9,47,57,20,8,2020
131,316,27.67,56.507,274.709,980.674,0.000000,0.000000,9,47,59,20,8,2020
132,317,27.68,56.733,274.303,980.734,0.000000,0.000000,9,48,0,20,8,2020
133,323,27.68,57.170,274.679,980.690,0.000000,0.000000,9,48,6,20,8,2020
134,324,27.69,57.373,274.495,980.712,0.000000,0.000000,9,48,7,20,8,2020
135,326,27.69,57.588,274.535,980.707,0.000000,0.000000,9,48,9,20,8,2020
136,327,27.70,57.689,274.461,980.716,0.000000,0.000000,9,48,10,20,8,2020
137,329,27.71,57.824,274.619,980.697,0.000000,0.000000,9,48,12,20,8,2020
138,331,27.72,57.635,274.244,980.741,0.000000,0.000000,9,48,14,20,8,2020
139,335,27.74,56.886,274.855,980.670,0.000000,0.000000,9,48,18,20,8,2020
140,338,27.75,56.563,274.375,980.726,0.000000,0.000000,9,48,21,20,8,2020
141,340,27.77,56.485,274.531,980.708,0.000000,0.000000,9,48,23,20,8,2020
142,341,27.77,57.025,274.572,980.703,0.000000,0.000000,9,48,24,20,8,2020
143,342,27.77,57.586,274.535,980.707,0.000000,0.000000,9,48,25,20,8,2020
144,343,27.78,57.451,274.271,980.738,0.000000,0.000000,9,48,26,20,8,2020
145,347,27.79,57.331,274.581,980.702,0.000000,0.000000,9,48,30,20,8,2020
146,348,27.80,57.175,274.585,980.701,0.000000,0.000000,9,48,31,20,8,2020
147,349,27.81,56.806,274.664,980.692,0.000000,0.000000,9,48,32,20,8,2020
148,354,27.83,55.888,274.674,980.691,0.000000,0.000000,9,48,37,20,8,2020
149,355,27.84,55.777,274.676,980.691,0.000000,0.000000,9,48,38,20,8,2020
150,356,27.85,55.699,274.419,980.721,0.000000,0.000000,9,48,39,20,8,2020
151,357,27.84,55.486,274.907,980.664,0.000000,0.000000,9,48,40,20,8,2020
152,358,27.86,55.319,274.949,980.659,0.000000,0.000000,9,48,41,20,8,2020
153,360,27.87,54.985,274.468,980.715,0.000000,0.000000,9,48,43,20,8,2020
154,364,27.89,54.862,274.511,980.710,0.000000,0.000000,9,48,47,20,8,2020
155,367,27.90,55.021,274.852,980.670,0.000000,0.000000,9,48,50,20,8,2020
156,368,27.90,54.976,274.478,980.714,0.000000,0.000000,9,48,51,20,8,2020
157,369,27.89,55.514,274.737,980.683,0.000000,0.000000,9,48,52,20,8,2020
158,372,28.72,65.618,274.956,980.658,0.000000,0.000000,9,48,55,20,8,2020
159,373,29.13,67.652,274.900,980.664,0.000000,0.000000,9,48,56,20,8,2020
160,377,29.69,70.754,275.121,980.638,0.000000,0.000000,9,49,0,20,8,2020
161,378,29.65,71.274,274.302,980.734,0.000000,0.000000,9,49,1,20,8,2020
162,379,29.62,71.571,274.590,980.701,0.000000,0.000000,9,49,2,20,8,2020
163,381,29.62,72.368,274.667,980.692,0.000000,0.000000,9,49,4,20,8,2020
164,385,29.47,66.398,274.244,980.741,0.000000,0.000000,9,49,8,20,8,2020
165,389,29.47,66.601,274.734,980.684,0.000000,0.000000,9,49,12,20,8,2020
166,390,29.54,67.487,274.657,980.693,0.000000,0.000000,9,49,13,20,8,2020
167,391,29.57,66.986,274.979,980.655,0.000000,0.000000,9,49,14,20,8,2020
168,392,29.74,67.921,274.728,980.685,0.000000,0.000000,9,49,15,20,8,2020
169,394,30.04,69.089,274.400,980.723,0.000000,0.000000,9,49,17,20,8,2020
170,396,30.34,69.415,275.395,980.607,0.000000,0.000000,9,49,19,20,8,2020
171,397,30.80,71.386,275.130,980.638,0.000000,0.000000,9,49,20,20,8,2020
172,400,31.23,74.815,275.153,980.635,0.000000,0.000000,9,49,23,20,8,2020
173,401,31.25,74.561,275.509,980.593,0.000000,0.000000,9,49,24,20,8,2020
174,402,31.25,73.942,275.012,980.651,0.000000,0.000000,9,49,25,20,8,2020
175,404,31.30,71.981,275.571,980.586,0.000000,0.000000,9,49,27,20,8,2020
176,406,30.94,62.761,275.475,980.597,0.000000,0.000000,9,49,29,20,8,2020
